Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Sangernboden;1738;00;944;Rüschegg;853;BE;19.685 %;2597980.000;1174076.000;de;2008-07-01
Sangernboden;1738;00;944;Plaffeien;2299;FR;15.906 %;2593191.000;1170201.000;de;2008-07-01
Neyruz FR;1740;00;990;Neyruz (FR);2211;FR;100 %;2571469.000;1179635.000;fr;2008-07-01
Cottens FR;1741;00;991;Cottens (FR);2186;FR;100 %;2569161.000;1178116.000;fr;2008-07-01
Autigny;1742;00;994;Autigny;2173;FR;100 %;2568072.000;1176353.000;fr;2008-07-01
Chénens;1744;00;992;Chénens;2177;FR;100 %;2566479.000;1177002.000;fr;2008-07-01
Lentigny;1745;00;993;La Brillaz;2234;FR;92.991 %;2566886.000;1178788.000;fr;2008-07-01
Lentigny;1745;00;993;Autigny;2173;FR;7.009 %;2567486.000;1178155.000;fr;2008-07-01
Prez-vers-Noréaz;1746;00;986;Prez;2237;FR;100 %;2567501.000;1181416.000;fr;2008-07-01
Corserey;1747;00;987;Prez;2237;FR;100 %;2566010.000;1180245.000;fr;2008-07-01
Torny-le-Grand;1748;00;988;Torny;2115;FR;100 %;2563953.000;1180033.000;fr;2008-07-01
Middes;1749;00;989;Torny;2115;FR;100 %;2562519.000;1180186.000;fr;2008-07-01
Villars-sur-Glâne;1752;00;997;Villars-sur-Glâne;2228;FR;100 %;2576101.000;1182477.000;fr;2008-07-01
Matran;1753;00;1000;Matran;2208;FR;95.676 %;2573994.000;1181780.000;fr;2008-07-01
Matran;1753;00;1000;Corminboeuf;2183;FR;4.324 %;2573478.000;1182287.000;fr;2008-07-01
Corjolens;1754;02;5805;Avry;2174;FR;81.699 %;2569575.000;1181688.000;fr;2008-07-01
Corjolens;1754;02;5805;La Brillaz;2234;FR;9.15 %;2569239.000;1181556.000;fr;2008-07-01
Corjolens;1754;02;5805;Prez;2237;FR;9.15 %;2569101.000;1181619.000;fr;2008-07-01
Avry-sur-Matran;1754;04;6146;Avry;2174;FR;100 %;2571777.000;1181812.000;fr;2008-07-01
Onnens FR;1756;00;1004;La Brillaz;2234;FR;100 %;2569316.000;1180488.000;fr;2008-07-01
Lovens;1756;02;5813;La Brillaz;2234;FR;100 %;2568142.000;1180127.000;fr;2008-07-01
Noréaz;1757;00;1005;Prez;2237;FR;100 %;2568663.000;1183536.000;fr;2008-07-01
Givisiez;1762;00;1009;Givisiez;2197;FR;100 %;2576499.000;1184663.000;fr;2008-07-01
Granges-Paccot;1763;00;925;Granges-Paccot;2198;FR;100 %;2577675.000;1185627.000;fr;2008-07-01
Grolley;1772;00;1011;Grolley-Ponthaux;2239;FR;99.341 %;2571426.000;1186862.000;fr;2008-07-01
Grolley;1772;00;1011;Belmont-Broye;2053;FR;0.659 %;2570580.000;1187703.000;fr;2008-07-01
Nierlet-les-Bois;1772;01;7757;Grolley-Ponthaux;2239;FR;100 %;2570748.000;1185670.000;fr;2008-07-01
Ponthaux;1772;02;5819;Grolley-Ponthaux;2239;FR;100 %;2569593.000;1184906.000;fr;2008-07-01
Léchelles;1773;00;1014;Belmont-Broye;2053;FR;100 %;2567695.000;1186568.000;fr;2008-07-01
Chandon;1773;02;5763;Belmont-Broye;2053;FR;100 %;2569904.000;1187676.000;fr;2008-07-01
Russy;1773;03;5776;Belmont-Broye;2053;FR;100 %;2566678.000;1187994.000;fr;2008-07-01
Cousset;1774;00;1015;Montagny (FR);2029;FR;99.661 %;2564804.000;1185280.000;fr;2008-07-01
Cousset;1774;00;1015;Corcelles-près-Payerne;5816;VD;0.339 %;2564292.000;1186368.000;fr;2008-07-01
Montagny-les-Monts;1774;02;6148;Montagny (FR);2029;FR;100 %;2565560.000;1184129.000;fr;2008-07-01
Mannens;1775;02;6221;Montagny (FR);2029;FR;100 %;2564166.000;1182615.000;fr;2008-07-01
Grandsivaz;1775;03;6222;Montagny (FR);2029;FR;100 %;2565255.000;1181865.000;fr;2008-07-01
Montagny-la-Ville;1776;00;1017;Montagny (FR);2029;FR;98.746 %;2566132.000;1185264.000;fr;2008-07-01
Montagny-la-Ville;1776;00;1017;Belmont-Broye;2053;FR;1.254 %;2565964.000;1187002.000;fr;2008-07-01
Belfaux;1782;00;1031;Belfaux;2175;FR;100 %;2574282.000;1185615.000;fr;2008-07-01
Autafond;1782;02;5803;Belfaux;2175;FR;100 %;2572676.000;1185069.000;fr;2008-07-01
Lossy;1782;03;5812;La Sonnaz;2235;FR;100 %;2574881.000;1186992.000;fr;2008-07-01
La Corbaz;1782;04;5804;La Sonnaz;2235;FR;100 %;2575611.000;1187353.000;fr;2008-07-01
Cormagens;1782;05;5806;La Sonnaz;2235;FR;100 %;2576924.000;1187327.000;fr;2008-07-01
Formangueires;1782;06;8399;La Sonnaz;2235;FR;100 %;2575462.000;1186323.000;fr;2008-07-01
Pensier;1783;00;1034;Courtepin;2254;FR;100 %;2577013.000;1188184.000;fr;2008-07-01
Barberêche;1783;04;6147;Courtepin;2254;FR;100 %;2578421.000;1189997.000;fr;2008-07-01
Courtepin;1784;00;1037;Courtepin;2254;FR;100 %;2576155.000;1190214.000;fr;2008-07-01
Wallenried;1784;03;5831;Courtepin;2254;FR;100 %;2575335.000;1191392.000;fr;2008-07-01
Cressier FR;1785;00;1038;Cressier (FR);2257;FR;100 %;2577440.000;1194324.000;fr;2008-07-01
Sugiez;1786;00;1039;Mont-Vully;2284;FR;100 %;2575349.000;1201397.000;fr;2008-07-01
Môtier (Vully);1787;00;1042;Mont-Vully;2284;FR;100 %;2572759.000;1199632.000;fr;2008-07-01
Mur (Vully) FR;1787;01;7762;Mont-Vully;2284;FR;100 %;2571483.000;1199375.000;fr;2008-07-01
Mur (Vully) VD;1787;02;5839;Vully-les-Lacs;5464;VD;100 %;2571103.000;1199271.000;fr;2008-07-01
Praz (Vully);1788;00;1027;Mont-Vully;2284;FR;100 %;2574229.000;1200404.000;fr;2008-07-01
Lugnorre;1789;00;1028;Mont-Vully;2284;FR;100 %;2572364.000;1200066.000;fr;2008-07-01
Courtaman;1791;00;1026;Courtepin;2254;FR;100 %;2576484.000;1190993.000;fr;2008-07-01
Cordast;1792;00;1025;Gurmels;2262;FR;100 %;2578129.000;1191539.000;de;2008-07-01
Guschelmuth;1792;02;5830;Gurmels;2262;FR;100 %;2577252.000;1192366.000;de;2008-07-01
Jeuss;1793;00;1024;Murten;2275;FR;100 %;2579176.000;1194716.000;de;2008-07-01
Salvenach;1794;00;1023;Murten;2275;FR;100 %;2578067.000;1195770.000;de;2008-07-01
Courlevon;1795;00;1020;Murten;2275;FR;93.878 %;2575025.000;1193424.000;de;2008-07-01
Courlevon;1795;00;1020;Courtepin;2254;FR;6.122 %;2574672.000;1192511.000;de;2008-07-01
Courgevaux;1796;00;1021;Courgevaux;2250;FR;100 %;2575007.000;1195515.000;de;2008-07-01
Münchenwiler;1797;00;1022;Münchenwiler;669;BE;100 %;2576127.000;1195837.000;de;2008-07-01
Vevey;1800;00;1043;Vevey;5890;VD;100 %;2554597.000;1145910.000;fr;2008-07-01
Le Mont-Pèlerin;1801;00;1050;Chardonne;5882;VD;100 %;2553158.000;1148308.000;fr;2008-07-01
Corseaux;1802;00;1053;Corseaux;5883;VD;100 %;2553158.000;1146795.000;fr;2008-07-01
Chardonne;1803;00;1054;Chardonne;5882;VD;100 %;2553203.000;1147549.000;fr;2008-07-01
Corsier-sur-Vevey;1804;00;1055;Corsier-sur-Vevey;5884;VD;100 %;2554359.000;1146884.000;fr;2008-07-01
Jongny;1805;00;1056;Jongny;5885;VD;100 %;2554456.000;1148107.000;fr;2008-07-01
St-Légier-La Chiésaz;1806;00;1057;Blonay - Saint-Légier;5892;VD;100 %;2556722.000;1146940.000;fr;2008-07-01
Blonay;1807;00;1058;Blonay - Saint-Légier;5892;VD;99.894 %;2558213.000;1146278.000;fr;2008-07-01
Blonay;1807;00;1058;Montreux;5886;VD;0.106 %;2558266.000;1145105.000;fr;2008-07-01
Les Monts-de-Corsier;1808;00;1051;Corsier-sur-Vevey;5884;VD;97.287 %;2556918.000;1150061.000;fr;2008-07-01
Les Monts-de-Corsier;1808;00;1051;Attalens;2321;FR;2.713 %;2556684.000;1150751.000;fr;2008-07-01
Fenil-sur-Corsier;1809;00;1052;Corsier-sur-Vevey;5884;VD;100 %;2555970.000;1148192.000;fr;2008-07-01
La Tour-de-Peilz;1814;00;1062;La Tour-de-Peilz;5889;VD;100 %;2555980.000;1145009.000;fr;2008-07-01
Clarens;1815;00;1063;Montreux;5886;VD;100 %;2558134.000;1143821.000;fr;2008-07-01
Chailly-Montreux;1816;00;1064;Montreux;5886;VD;100 %;2557995.000;1144792.000;fr;2008-07-01
Brent;1817;00;1065;Montreux;5886;VD;100 %;2558865.000;1144966.000;fr;2008-07-01
Montreux;1820;00;1066;Montreux;5886;VD;100 %;2559595.000;1142747.000;fr;2008-07-01
Territet;1820;05;7993;Montreux;5886;VD;100 %;2560564.000;1141684.000;fr;2008-07-01
Veytaux;1820;06;5979;Veytaux;5891;VD;100 %;2560996.000;1140882.000;fr;2008-07-01
Chernex;1822;00;1072;Montreux;5886;VD;100 %;2559542.000;1143774.000;fr;2008-07-01
Glion;1823;00;1073;Montreux;5886;VD;100 %;2560680.000;1142538.000;fr;2008-07-01
Caux;1824;00;1074;Montreux;5886;VD;100 %;2562234.000;1142771.000;fr;2008-07-01
Chamby;1832;00;1083;Montreux;5886;VD;100 %;2559552.000;1144869.000;fr;2008-07-01
Villard-sur-Chamby;1832;02;1076;Montreux;5886;VD;100 %;2561004.000;1146074.000;fr;2008-07-01
Les Avants;1833;00;1084;Montreux;5886;VD;100 %;2561904.000;1145209.000;fr;2008-07-01
Villeneuve VD;1844;00;1090;Villeneuve (VD);5414;VD;100 %;2560921.000;1138509.000;fr;2008-07-01
Noville;1845;00;1092;Noville;5408;VD;100 %;2558824.000;1136881.000;fr;2008-07-01
Chessel;1846;00;1093;Chessel;5403;VD;100 %;2558113.000;1133345.000;fr;2008-07-01
Rennaz;1847;00;1091;Rennaz;5412;VD;100 %;2560090.000;1136291.000;fr;2008-07-01
Roche VD;1852;00;1094;Roche (VD);5413;VD;100 %;2560828.000;1134437.000;fr;2008-07-01
Yvorne;1853;00;1095;Yvorne;5415;VD;100 %;2562919.000;1131295.000;fr;2008-07-01
Leysin;1854;00;1096;Leysin;5407;VD;100 %;2567340.000;1132676.000;fr;2008-07-01
Corbeyrier;1856;00;1103;Corbeyrier;5404;VD;98.504 %;2563438.000;1133234.000;fr;2008-07-01
Corbeyrier;1856;00;1103;Ormont-Dessous;5410;VD;1.496 %;2567730.000;1139256.000;fr;2008-07-01
Aigle;1860;00;1100;Aigle;5401;VD;99.858 %;2563499.000;1129554.000;fr;2008-07-01
Aigle;1860;00;1100;Ollon;5409;VD;0.142 %;2564251.000;1127928.000;fr;2008-07-01
Les Mosses;1862;00;1105;Ormont-Dessous;5410;VD;100 %;2574061.000;1138317.000;fr;2008-07-01
La Comballaz;1862;02;1104;Ormont-Dessous;5410;VD;100 %;2572517.000;1135748.000;fr;2008-07-01
Le Sépey;1863;00;1109;Ormont-Dessous;5410;VD;99.558 %;2570076.000;1134411.000;fr;2008-07-01
Le Sépey;1863;00;1109;Aigle;5401;VD;0.442 %;2568467.000;1131702.000;fr;2008-07-01
Vers-l'Eglise;1864;00;1110;Ormont-Dessus;5411;VD;100 %;2575613.000;1134013.000;fr;2008-07-01
Les Diablerets;1865;00;1111;Ormont-Dessus;5411;VD;100 %;2578647.000;1133334.000;fr;2008-07-01
La Forclaz VD;1866;00;1106;Ormont-Dessous;5410;VD;97.566 %;2571487.000;1133197.000;fr;2008-07-01
La Forclaz VD;1866;00;1106;Ollon;5409;VD;2.434 %;2569127.000;1131826.000;fr;2008-07-01
Ollon VD;1867;00;1112;Ollon;5409;VD;100 %;2565814.000;1126988.000;fr;2008-07-01
St-Triphon;1867;02;1099;Ollon;5409;VD;100 %;2564363.000;1126545.000;fr;2008-07-01
Panex;1867;03;1108;Ollon;5409;VD;100 %;2567517.000;1129156.000;fr;2008-07-01
Collombey;1868;00;1113;Collombey-Muraz;6152;VS;100 %;2562162.000;1124782.000;fr;2008-07-01
Massongex;1869;00;1140;Massongex;6215;VS;100 %;2565141.000;1121221.000;fr;2008-07-01
Monthey;1870;00;1114;Monthey;6153;VS;100 %;2562476.000;1122604.000;fr;2008-07-01
Choëx;1871;00;1117;Monthey;6153;VS;100 %;2562287.000;1121204.000;fr;2008-07-01
Les Giettes;1871;02;1118;Monthey;6153;VS;93.007 %;2563041.000;1119649.000;fr;2008-07-01
Les Giettes;1871;02;1118;Massongex;6215;VS;5.245 %;2563911.000;1119451.000;fr;2008-07-01
Les Giettes;1871;02;1118;Troistorrents;6156;VS;1.748 %;2561087.367;1119338.476;fr;2008-07-01
Troistorrents;1872;00;1119;Troistorrents;6156;VS;99.562 %;2560167.000;1120459.000;fr;2008-07-01
Troistorrents;1872;00;1119;Collombey-Muraz;6152;VS;0.438 %;2560175.000;1122929.000;fr;2008-07-01
Val-d'Illiez;1873;00;1120;Val-d'Illiez;6157;VS;100 %;2557757.000;1116776.000;fr;2008-07-01
Champoussin;1873;02;7622;Val-d'Illiez;6157;VS;100 %;2555569.000;1117581.000;fr;2008-07-01
Les Crosets;1873;03;7647;Val-d'Illiez;6157;VS;100 %;2553691.000;1115256.000;fr;2008-07-01
Champéry;1874;00;1122;Champéry;6151;VS;100 %;2555958.000;1113970.000;fr;2008-07-01
Morgins;1875;00;1123;Troistorrents;6156;VS;100 %;2555410.000;1121081.000;fr;2008-07-01
Bex;1880;00;1124;Bex;5402;VD;100 %;2567265.000;1122042.000;fr;2008-07-01
Frenières-sur-Bex;1880;02;1129;Bex;5402;VD;93.532 %;2571418.000;1123347.000;fr;2008-07-01
Frenières-sur-Bex;1880;02;1129;Gryon;5405;VD;6.468 %;2570858.000;1124045.000;fr;2008-07-01
Fenalet-sur-Bex;1880;03;1128;Bex;5402;VD;100 %;2568334.000;1124543.000;fr;2008-07-01
Les Plans-sur-Bex;1880;04;1130;Bex;5402;VD;100 %;2573267.000;1122858.000;fr;2008-07-01
Les Posses-sur-Bex;1880;05;9289;Bex;5402;VD;99.31 %;2569805.000;1124460.000;fr;2008-07-01
Les Posses-sur-Bex;1880;05;9289;Gryon;5405;VD;0.69 %;2570675.047;1124095.973;fr;2008-07-01
Gryon;1882;00;1132;Gryon;5405;VD;94.054 %;2572165.000;1125641.000;fr;2008-07-01
Gryon;1882;00;1132;Bex;5402;VD;5.946 %;2577917.706;1125798.376;fr;2008-07-01
Villars-sur-Ollon;1884;00;1134;Ollon;5409;VD;100 %;2570741.000;1127610.000;fr;2008-07-01
Arveyes;1884;02;6122;Ollon;5409;VD;100 %;2570964.000;1126565.000;fr;2008-07-01
Huémoz;1884;03;1107;Ollon;5409;VD;100 %;2568181.000;1126745.000;fr;2008-07-01
Chesières;1885;00;1135;Ollon;5409;VD;100 %;2569598.000;1127970.000;fr;2008-07-01
St-Maurice;1890;00;1136;Saint-Maurice;6217;VS;100 %;2566635.000;1117281.000;fr;2008-07-01
Mex VS;1890;01;1138;Saint-Maurice;6217;VS;100 %;2565939.000;1115079.000;fr;2008-07-01
Vérossaz;1891;11;1139;Vérossaz;6220;VS;99.752 %;2564978.000;1117977.000;fr;2008-07-01
Vérossaz;1891;11;1139;Massongex;6215;VS;0.248 %;2565317.000;1119325.000;fr;2008-07-01
Lavey-Village;1892;00;1144;Lavey-Morcles;5406;VD;100 %;2567506.000;1118846.000;fr;2008-07-01
Lavey-les-Bains;1892;01;6586;Lavey-Morcles;5406;VD;100 %;2567427.000;1117191.000;fr;2008-07-01
Morcles;1892;02;7781;Lavey-Morcles;5406;VD;100 %;2568803.000;1117582.000;fr;2008-07-01
Muraz (Collombey);1893;00;1145;Collombey-Muraz;6152;VS;99.824 %;2560713.000;1125550.000;fr;2008-07-01
Muraz (Collombey);1893;00;1145;Monthey;6153;VS;0.176 %;2557151.000;1125658.000;fr;2008-07-01
Vionnaz;1895;00;1141;Vionnaz;6158;VS;100 %;2558699.000;1128950.000;fr;2008-07-01
Vouvry;1896;00;1146;Vouvry;6159;VS;100 %;2557645.000;1131902.000;fr;2008-07-01
Miex;1896;02;1147;Vouvry;6159;VS;100 %;2555659.000;1132137.000;fr;2008-07-01
Bouveret;1897;00;1148;Port-Valais;6154;VS;100 %;2555566.000;1137040.000;fr;2008-07-01
Les Evouettes;1897;03;1142;Port-Valais;6154;VS;99.47 %;2556706.000;1134715.000;fr;2008-07-01
Les Evouettes;1897;03;1142;Vouvry;6159;VS;0.53 %;2556951.000;1133847.000;fr;2008-07-01
St-Gingolph;1898;00;1149;Saint-Gingolph;6155;VS;99.891 %;2551872.000;1137640.000;fr;2008-07-01
St-Gingolph;1898;00;1149;Port-Valais;6154;VS;0.109 %;2553980.000;1136715.000;fr;2008-07-01
Torgon;1899;00;1143;Vionnaz;6158;VS;99.803 %;2556427.000;1129664.000;fr;2008-07-01
Torgon;1899;00;1143;Vouvry;6159;VS;0.197 %;2556617.000;1130599.000;fr;2008-07-01
Evionnaz;1902;00;1150;Evionnaz;6213;VS;93.073 %;2567886.000;1113740.000;fr;2008-07-01
Evionnaz;1902;00;1150;Saint-Maurice;6217;VS;6.927 %;2567960.000;1114911.000;fr;2008-07-01
Collonges;1903;00;1151;Collonges;6211;VS;100 %;2568804.000;1113530.000;fr;2008-07-01
Vernayaz;1904;00;1152;Vernayaz;6219;VS;90.968 %;2569250.000;1109466.000;fr;2008-07-01
Vernayaz;1904;00;1152;Martigny;6136;VS;9.032 %;2569675.000;1108780.000;fr;2008-07-01
Dorénaz;1905;00;1153;Dorénaz;6212;VS;100 %;2569567.000;1110911.000;fr;2008-07-01
Charrat;1906;00;1154;Martigny;6136;VS;100 %;2576391.000;1108060.000;fr;2008-07-01
Saxon;1907;00;1155;Saxon;6141;VS;99.972 %;2579746.000;1110750.000;fr;2008-07-01
Saxon;1907;00;1155;Martigny;6136;VS;0.028 %;2577788.574;1108927.970;fr;2008-07-01
Riddes;1908;00;1156;Riddes;6139;VS;99.22 %;2583266.000;1113356.000;fr;2008-07-01
Riddes;1908;00;1156;Chamoson;6022;VS;0.78 %;2583883.000;1114067.000;fr;2008-07-01
Ovronnaz;1911;00;1159;Leytron;6135;VS;99.815 %;2579507.000;1116352.000;fr;2008-07-01
Ovronnaz;1911;00;1159;Saillon;6140;VS;0.185 %;2576659.000;1115553.000;fr;2008-07-01
Leytron;1912;00;1158;Leytron;6135;VS;100 %;2582226.000;1114996.000;fr;2008-07-01
Produit (Leytron);1912;02;7528;Leytron;6135;VS;100 %;2581094.000;1115062.000;fr;2008-07-01
Montagnon (Leytron);1912;03;7529;Leytron;6135;VS;100 %;2580896.000;1115428.000;fr;2008-07-01
Dugny (Leytron);1912;04;7530;Leytron;6135;VS;100 %;2580127.000;1115327.000;fr;2008-07-01
Saillon;1913;00;1160;Saillon;6140;VS;100 %;2580503.000;1113183.000;fr;2008-07-01
Isérables;1914;00;1161;Isérables;6134;VS;100 %;2585280.000;1112052.000;fr;2008-07-01
Auddes-sur-Riddes;1914;02;7531;Riddes;6139;VS;100 %;2584920.000;1111209.000;fr;2008-07-01
La Tzoumaz;1918;00;1162;Riddes;6139;VS;100 %;2584417.000;1110381.000;fr;2008-07-01
Martigny;1920;00;1166;Martigny;6136;VS;97.667 %;2571874.000;1105779.000;fr;2008-07-01
Martigny;1920;00;1166;Vernayaz;6219;VS;1.711 %;2569124.000;1108363.000;fr;2008-07-01
Martigny;1920;00;1166;Martigny-Combe;6137;VS;0.486 %;2566364.000;1104792.000;fr;2008-07-01
Martigny;1920;00;1166;Salvan;6218;VS;0.136 %;2567800.000;1106702.000;fr;2008-07-01
Martigny-Croix;1921;00;1169;Martigny-Combe;6137;VS;100 %;2569792.000;1103571.000;fr;2008-07-01
Salvan;1922;00;1176;Salvan;6218;VS;100 %;2567668.000;1107710.000;fr;2008-07-01
Les Granges (Salvan);1922;01;1177;Salvan;6218;VS;100 %;2567750.000;1108524.000;fr;2008-07-01
Les Marécottes;1923;00;1178;Salvan;6218;VS;100 %;2566519.000;1106799.000;fr;2008-07-01
Le Trétien;1923;02;1171;Salvan;6218;VS;100 %;2565965.000;1105670.000;fr;2008-07-01
Finhaut;1925;00;1179;Finhaut;6214;VS;100 %;2564129.000;1103535.000;fr;2008-07-01
Le Châtelard VS;1925;01;1172;Finhaut;6214;VS;100 %;2562710.000;1100904.000;fr;2008-07-01
Fully;1926;00;1180;Fully;6133;VS;100 %;2575402.000;1109990.000;fr;2008-07-01
Chemin;1927;00;1173;Val de Bagnes;6037;VS;59.924 %;2573708.000;1104265.000;fr;2008-07-01
Chemin;1927;00;1173;Martigny;6136;VS;29.962 %;2572579.000;1104437.000;fr;2008-07-01
Chemin;1927;00;1173;Bovernier;6131;VS;10.115 %;2572623.000;1103990.000;fr;2008-07-01
Ravoire;1928;00;1175;Martigny-Combe;6137;VS;99.886 %;2569856.000;1105368.000;fr;2008-07-01
Ravoire;1928;00;1175;Martigny;6136;VS;0.114 %;2571171.994;1106176.489;fr;2008-07-01
Trient;1929;00;1174;Trient;6142;VS;100 %;2564898.000;1100567.000;fr;2008-07-01
Bovernier;1932;00;1182;Bovernier;6131;VS;100 %;2572433.000;1102798.000;fr;2008-07-01
Les Valettes (Bovernier);1932;02;7532;Bovernier;6131;VS;100 %;2571740.000;1102709.000;fr;2008-07-01
Sembrancher;1933;00;1193;Sembrancher;6035;VS;100 %;2577722.000;1102981.000;fr;2008-07-01
Vens (Sembrancher);1933;02;7533;Val de Bagnes;6037;VS;100 %;2575836.000;1104108.000;fr;2008-07-01
Chamoille (Sembrancher);1933;03;7534;Sembrancher;6035;VS;100 %;2578007.000;1101046.000;fr;2008-07-01
La Garde (Sembrancher);1933;04;7535;Sembrancher;6035;VS;100 %;2577378.000;1101588.000;fr;2008-07-01
Le Châble VS;1934;00;1194;Val de Bagnes;6037;VS;100 %;2582643.000;1103280.000;fr;2008-07-01
Bruson;1934;01;5610;Val de Bagnes;6037;VS;100 %;2582524.000;1101561.000;fr;2008-07-01
Verbier;1936;00;1195;Val de Bagnes;6037;VS;100 %;2583660.000;1105409.000;fr;2008-07-01
Orsières;1937;00;1198;Orsières;6034;VS;100 %;2577202.000;1097569.000;fr;2008-07-01
Champex-Lac;1938;00;1199;Orsières;6034;VS;100 %;2574810.000;1097695.000;fr;2008-07-01
Vollèges;1941;00;1184;Val de Bagnes;6037;VS;100 %;2579033.000;1103858.000;fr;2008-07-01
Cries (Vollèges);1941;02;7540;Val de Bagnes;6037;VS;100 %;2579780.000;1104454.000;fr;2008-07-01
Levron;1942;00;1185;Val de Bagnes;6037;VS;100 %;2578681.000;1105262.000;fr;2008-07-01
Praz-de-Fort;1943;00;1191;Orsières;6034;VS;100 %;2575564.000;1093001.000;fr;2008-07-01
La Fouly VS;1944;00;1192;Orsières;6034;VS;100 %;2573960.000;1087859.000;fr;2008-07-01
Liddes;1945;00;1189;Liddes;6033;VS;100 %;2580413.000;1093421.000;fr;2008-07-01
Fontaine Dessus (Liddes);1945;02;7541;Liddes;6033;VS;100 %;2579456.000;1094928.000;fr;2008-07-01
Fontaine Dessous (Liddes);1945;03;7542;Liddes;6033;VS;100 %;2579040.000;1095451.000;fr;2008-07-01
Dranse (Liddes);1945;04;7543;Liddes;6033;VS;100 %;2580067.000;1093072.000;fr;2008-07-01
Chandonne (Liddes);1945;05;7544;Liddes;6033;VS;100 %;2579998.000;1094794.000;fr;2008-07-01
Rive Haute (Liddes);1945;06;7545;Liddes;6033;VS;100 %;2579231.000;1095082.000;fr;2008-07-01
Fornex (Liddes);1945;07;7546;Liddes;6033;VS;100 %;2578712.000;1095261.000;fr;2008-07-01
Les Moulins VS (Liddes);1945;08;7547;Liddes;6033;VS;100 %;2579035.000;1094811.000;fr;2008-07-01
Vichères (Liddes);1945;09;7548;Liddes;6033;VS;100 %;2578911.000;1093911.000;fr;2008-07-01
Palasuit (Liddes);1945;10;7549;Liddes;6033;VS;100 %;2580901.000;1092333.000;fr;2008-07-01
Chez Petit (Liddes);1945;11;7550;Liddes;6033;VS;100 %;2579845.000;1092785.000;fr;2008-07-01
Petit Vichères (Liddes);1945;12;7551;Liddes;6033;VS;100 %;2578235.000;1092965.000;fr;2008-07-01
Bourg-St-Pierre;1946;00;1190;Bourg-Saint-Pierre;6032;VS;95.227 %;2582187.000;1088706.000;fr;2008-07-01
Bourg-St-Pierre;1946;00;1190;Liddes;6033;VS;4.773 %;2581506.000;1090509.000;fr;2008-07-01
Versegères;1947;00;1183;Val de Bagnes;6037;VS;100 %;2583913.000;1101638.000;fr;2008-07-01
Champsec;1947;05;7555;Val de Bagnes;6037;VS;100 %;2584779.000;1100597.000;fr;2008-07-01
Lourtier;1948;00;1186;Val de Bagnes;6037;VS;100 %;2586463.000;1100046.000;fr;2008-07-01
Fionnay;1948;01;1187;Val de Bagnes;6037;VS;100 %;2589952.000;1097687.000;fr;2008-07-01
Sarreyer;1948;02;1188;Val de Bagnes;6037;VS;100 %;2585549.000;1101580.000;fr;2008-07-01
Sion;1950;00;1200;Sion;6266;VS;98.624 %;2593811.000;1120001.000;fr;2008-07-01
Sion;1950;00;1200;Savièse;6265;VS;0.974 %;2594255.000;1121914.000;fr;2008-07-01
Sion;1950;00;1200;Grimisuat;6263;VS;0.401 %;2594412.868;1122031.806;fr;2008-07-01
Chamoson;1955;00;1163;Chamoson;6022;VS;100 %;2583388.000;1116706.000;fr;2008-07-01
Mayens-de-Chamoson;1955;01;7620;Chamoson;6022;VS;100 %;2580480.000;1117140.000;fr;2008-07-01
Les Vérines (Chamoson);1955;02;7559;Chamoson;6022;VS;100 %;2581849.000;1117766.000;fr;2008-07-01
Némiaz (Chamoson);1955;03;7560;Chamoson;6022;VS;100 %;2583419.000;1117795.000;fr;2008-07-01
Grugnay (Chamoson);1955;04;7561;Chamoson;6022;VS;100 %;2582830.000;1117424.000;fr;2008-07-01
St-Pierre-de-Clages;1955;05;1164;Chamoson;6022;VS;100 %;2584441.000;1115661.000;fr;2008-07-01
Ardon;1957;00;1165;Ardon;6021;VS;100 %;2586166.000;1117592.000;fr;2008-07-01
St-Léonard;1958;00;2363;Saint-Léonard;6246;VS;99.79 %;2598720.000;1122472.000;fr;2008-07-01
St-Léonard;1958;00;2363;Ayent;6082;VS;0.14 %;2598170.000;1123469.000;fr;2008-07-01
St-Léonard;1958;00;2363;Sierre;6248;VS;0.07 %;2600515.000;1123283.000;fr;2008-07-01
Uvrier;1958;02;6511;Sion;6266;VS;98.899 %;2598119.000;1121963.000;fr;2008-07-01
Uvrier;1958;02;6511;Ayent;6082;VS;1.101 %;2598243.000;1122594.000;fr;2008-07-01
Vernamiège;1961;00;1216;Mont-Noble;6090;VS;100 %;2599664.000;1117709.000;fr;2008-07-01
Pont-de-la-Morge (Sion);1962;00;1243;Sion;6266;VS;55.556 %;2590463.000;1119156.000;fr;2008-07-01
Pont-de-la-Morge (Sion);1962;00;1243;Savièse;6265;VS;44.444 %;2590390.000;1120789.000;fr;2008-07-01
Vétroz;1963;00;1244;Vétroz;6025;VS;99.855 %;2587554.000;1118923.000;fr;2008-07-01
Vétroz;1963;00;1244;Conthey;6023;VS;0.145 %;2586272.454;1119011.249;fr;2008-07-01
Conthey;1964;00;1245;Conthey;6023;VS;100 %;2589645.000;1119465.000;fr;2008-07-01
Savièse;1965;00;1246;Savièse;6265;VS;100 %;2592952.000;1122487.000;fr;2018-01-01
Fortunau (Ayent);1966;02;7567;Ayent;6082;VS;100 %;2598359.000;1126652.000;fr;2008-07-01
